Date,Area Name,Road/Intersection Name,Traffic_Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
2022-01-08,5,1,49798,28.28376632,1.5,100.0,100.0,2,149.596,70.95249309,3967,75.7408677,96,0,0
2022-01-08,3,12,30323,27.91921134,1.5,93.69413988,100.0,1,110.646,15.14477231,1572,75.98869743,95,0,0
2022-01-08,7,15,13356,65.76747984,1.33766818,50.63340306,67.63354364,1,76.712,17.83437336,2459,52.8543428,201,0,0
2022-01-09,5,1,34831,20.0,1.5,100.0,100.0,5,119.662,23.704459,75,82.37373571,115,2,1
2022-01-09,1,2,28195,38.19781934,1.5,95.32957773,100.0,4,106.39,54.32059629,8522,80.08059101,110,0,0
2022-01-09,3,12,14614,44.01660373,1.113949161,44.85913263,76.10025898,0,79.228,31.79153894,5435,85.80753371,190,0,0
2022-01-09,4,11,32010,32.47619957,1.5,100.0,100.0,3,114.02,56.73153699,7198,88.11425674,109,2,0
2022-01-09,6,6,34188,25.82840195,1.5,100.0,100.0,4,118.376,12.12709418,8325,84.47633755,105,3,0
2022-01-09,2,3,38748,38.46488476,1.5,100.0,100.0,2,127.496,12.09815129,2775,85.23403814,90,4,1
2022-01-09,4,9,13903,30.59949117,1.158469077,50.25267747,68.40058101,0,77.806,26.62808916,3361,61.36348136,174,3,0
2022-01-10,7,14,16397,54.12435249,1.249558335,55.19749594,81.24583384,0,82.794,72.06229507,4004,59.73112559,96,2,0
2022-01-10,2,0,43024,28.07094802,1.5,100.0,100.0,3,136.048,53.67015273,4023,79.33042316,89,2,0
2022-01-10,2,3,13224,61.23396562,1.218678965,38.71894192,65.02905996,0,76.448,44.77368012,8830,56.82198763,208,0,0
2022-01-10,4,11,31137,51.28396623,1.5,99.27321333,100.0,0,112.274,72.59336123,1766,66.16857811,91,0,0
2022-01-10,4,9,60935,20.0,1.5,100.0,100.0,2,171.87,56.86408686,8886,83.09195949,102,0,1
2022-01-10,5,13,39508,20.86285503,1.5,100.0,100.0,4,129.016,26.42494573,3576,57.62080067,101,0,0
2022-01-10,5,1,39400,33.47530164,1.5,100.0,100.0,0,128.8,31.21898492,2396,68.00682037,84,0,0
2022-01-10,3,7,28165,59.92999517,1.5,100.0,100.0,4,106.33,67.22147959,3432,93.89871602,113,1,0
2022-01-10,3,12,28609,26.01532018,1.5,92.28532786,100.0,2,107.218,70.34101376,8252,74.35309594,103,0,0
2022-01-10,1,4,18780,43.13028697,1.010324763,55.30332578,98.53115112,0,87.56,77.60755128,3834,65.59080665,100,0,0
2022-01-10,1,2,27100,39.17190464,1.5,81.56032588,100.0,1,104.2,79.6406422,523,84.75176144,88,0,0
2022-01-11,3,12,35331,37.8257995,1.5,100.0,100.0,4,120.662,48.15188432,8806,96.86940332,75,0,0
2022-01-11,4,11,14197,57.98811325,1.118614233,44.31739793,73.73153531,1,78.394,22.18765347,898,83.01513599,212,0,1
2022-01-11,7,15,24863,40.77188039,1.081614254,83.97836565,100.0,1,99.726,34.87691981,7000,77.71132571,96,0,0
2022-01-11,1,2,31483,42.23613619,1.5,100.0,100.0,2,112.966,58.22197114,7823,81.8145677,108,0,1
2022-01-11,5,13,48585,38.592094,1.5,100.0,100.0,1,147.17,40.24538181,3906,80.64697912,121,0,0
2022-01-11,2,3,10806,44.59911487,1.129870371,40.76714155,53.79018129,0,71.612,37.6133395,4082,89.25082719,213,3,0
2022-01-11,6,8,40629,28.94285077,1.5,100.0,100.0,2,131.258,46.28856154,1377,86.87168844,100,0,1
2022-01-11,2,0,11423,20.0,1.007676911,33.27293084,59.71789823,0,72.846,47.4717092,1956,50.60603873,199,0,0
2022-01-11,0,5,13734,60.01333652,1.082274905,38.20772836,69.82012968,1,77.468,47.12114933,387,98.42443888,213,4,0
2022-01-12,2,3,37767,38.38720503,1.5,100.0,100.0,2,125.534,53.37125362,3213,89.70986656,84,0,0
2022-01-12,6,8,29583,53.86614646,1.5,100.0,100.0,3,109.166,15.39407954,529,66.71191593,109,1,0
2022-01-12,6,6,14566,26.33463383,1.035440172,42.96557239,73.81225294,3,79.132,39.48736373,5678,89.2825809,180,2,0
2022-01-12,4,11,43533,23.80382567,1.5,100.0,100.0,0,137.066,68.21879306,2489,75.90393831,94,0,0
2022-01-12,0,10,19320,20.0,1.053391989,56.01203028,98.87939307,0,88.64,40.57954918,6547,88.27564495,88,0,0
2022-01-12,5,13,48094,26.07544161,1.5,100.0,100.0,1,146.188,63.15787837,4002,88.83552785,81,0,1
2022-01-12,3,7,21711,34.73359265,1.359933338,62.80646794,100.0,1,93.422,75.57757234,472,70.93966595,93,4,0
2022-01-12,1,4,31399,34.64358518,1.5,100.0,100.0,0,112.798,20.58727801,2054,62.54833307,112,0,0
2022-01-12,7,14,18517,45.86143883,1.183320257,61.41725908,89.2427454,2,87.034,42.36068927,3664,82.54867336,101,0,0
2022-01-13,1,2,19195,50.24264678,1.33481645,59.5688551,97.4038191,1,88.39,31.37174737,1932,51.65946773,94,2,0
2022-01-13,3,12,17216,35.77589816,1.180140392,62.36319341,87.59147585,1,84.432,68.90132872,4205,98.9552469,104,3,0
2022-01-13,5,1,26541,38.0419292,1.5,89.2858751,100.0,2,103.082,42.1485638,3232,74.71062236,111,0,0
2022-01-13,4,9,55123,36.17721217,1.5,100.0,100.0,3,160.246,78.84650309,1278,60.10078342,90,3,0
2022-01-13,2,3,11938,37.64141551,1.363688082,40.56736929,59.66812508,0,73.876,55.97460733,7324,69.02100038,187,0,0
2022-01-13,2,0,11371,51.02477209,1.103448334,31.1974604,55.15715065,1,72.742,24.34168919,7861,93.97909275,218,0,0
2022-01-13,5,13,52096,49.12220555,1.5,100.0,100.0,3,154.192,71.73494308,3795,58.11167029,101,2,1
2022-01-14,7,15,9696,37.80846681,1.04841,30.6989558,50.99178048,0,69.392,15.61260099,3204,97.08628558,207,0,0
2022-01-14,2,0,24545,51.50381789,1.224176252,74.03645605,100.0,3,99.09,78.376023,1016,71.12742142,117,2,0
2022-01-14,4,11,56258,45.85982116,1.5,100.0,100.0,1,162.516,59.25801842,4830,54.82672351,92,0,0
2022-01-14,4,9,32100,26.36048779,1.5,97.96285672,100.0,4,114.2,15.52784135,2175,89.72891394,101,2,0
2022-01-14,0,5,6265,51.41930535,1.33171472,28.46291134,32.04272352,0,62.53,40.12991872,2850,71.72979804,212,2,0
2022-01-14,5,13,35956,42.82870244,1.5,100.0,100.0,2,121.912,76.53717368,5352,87.17969581,100,0,0
2022-01-14,5,1,38339,20.0,1.5,100.0,100.0,1,126.678,46.16008399,58,50.38320163,91,0,0
2022-01-14,3,12,28132,33.19510211,1.5,91.71363416,100.0,1,106.264,34.16562,4531,93.71112623,100,4,0
2022-01-14,1,4,16393,29.15864057,1.363044401,58.92398622,83.04405214,0,82.786,67.6653269,8545,91.05991413,78,0,0
2022-01-14,7,14,21620,52.589386,1.349479437,76.54612778,100.0,1,93.24,47.37772308,1292,50.58533054,98,0,0
2022-01-15,3,7,14041,52.47910256,1.23218704,39.58726736,69.64543749,1,78.082,38.12451605,8882,94.01573811,205,3,0
2022-01-15,1,2,29959,38.90522898,1.5,100.0,100.0,1,109.918,24.22561638,6813,69.32702534,100,0,0
2022-01-15,5,1,45841,20.1372297,1.5,100.0,100.0,1,141.682,47.91933687,6815,91.6824981,98,0,0
2022-01-15,3,12,11644,29.97029672,1.091099894,48.09391028,62.31454611,1,73.288,70.89784118,1189,89.52548971,181,0,0
2022-01-15,4,11,13316,36.94129934,1.270848256,46.50225166,65.22593728,0,76.632,79.16251763,4044,84.41371179,182,0,0
2022-01-15,2,3,40722,28.06813173,1.5,100.0,100.0,3,131.444,21.68021412,3818,57.1297072,114,0,1
2022-01-15,0,10,4901,41.38188661,1.009340839,21.46093895,24.09023009,0,59.802,73.00582281,1052,97.79594145,192,3,0
2022-01-15,2,0,20081,52.32649361,1.291669395,69.98249964,100.0,1,90.162,57.10766357,2505,65.31567494,109,1,0
2022-01-16,1,4,29521,44.44971665,1.5,100.0,100.0,1,109.042,58.09134866,4418,69.38244027,104,0,0
2022-01-16,3,7,28429,40.05470159,1.5,95.81335268,100.0,1,106.858,28.99865663,4438,64.21370465,87,0,0
2022-01-16,5,1,50941,20.0,1.5,100.0,100.0,4,151.882,72.20613562,4492,72.4674871,102,0,0
2022-01-16,3,12,8373,45.15378981,1.110467823,32.04952975,37.49189622,1,66.746,27.27767084,6640,65.81350749,179,0,0
2022-01-16,4,9,47091,46.82453827,1.5,100.0,100.0,1,144.182,44.13394668,711,70.37715155,97,0,0
2022-01-16,2,3,33681,39.07052287,1.5,100.0,100.0,2,117.362,77.02136133,82,99.89104278,105,0,1
2022-01-16,2,0,37666,35.89580681,1.5,100.0,100.0,4,125.332,71.84253341,3991,75.52162445,104,0,0
2022-01-16,5,13,44425,37.13293707,1.5,100.0,100.0,2,138.85,15.10312848,3606,64.7645247,92,2,0
2022-01-17,2,0,43778,45.58484544,1.5,100.0,100.0,1,137.556,35.20353261,8562,75.02005729,98,0,0
2022-01-17,2,3,11546,59.52467534,1.328871955,45.49362669,54.84994055,1,73.092,71.61097165,1966,83.89066002,204,0,0
2022-01-17,6,6,28643,27.38592457,1.5,89.46097216,100.0,1,107.286,14.06643665,1021,75.79309514,93,0,0
2022-01-17,4,11,14771,35.05650625,1.197145834,47.32246161,74.16437678,0,79.542,10.69466748,4131,98.17496204,201,0,0
2022-01-17,5,13,13672,50.91814134,1.048082892,40.88498999,63.53552363,0,77.344,64.11993117,4627,67.40477966,195,0,0
2022-01-17,3,12,38680,41.76966387,1.5,100.0,100.0,1,127.36,25.97647544,2244,74.20385349,108,0,0
2022-01-18,1,2,27611,38.38993685,1.5,87.81436544,100.0,2,105.222,63.27055464,3353,69.62290931,123,0,0
2022-01-18,7,15,25136,22.55168762,1.5,78.59464492,100.0,1,100.272,45.41705354,2016,51.94649817,72,2,0
2022-01-18,1,4,29980,50.62255132,1.5,90.17539567,100.0,2,109.96,54.40545822,2030,66.08349948,112,0,0
2022-01-18,2,3,22675,39.02191614,1.05632118,78.03160616,100.0,1,95.35,66.7786639,5676,69.40828531,105,0,0
2022-01-18,4,11,43308,34.16966397,1.5,100.0,100.0,1,136.616,69.05547648,8767,89.6571437,112,4,0
2022-01-18,6,8,24990,51.19926332,1.02488129,76.24606089,100.0,2,99.98,77.05538847,4736,62.09466471,100,0,0
2022-01-18,5,1,30048,21.36825995,1.5,91.62163124,100.0,3,110.096,76.0591115,8592,76.07298194,89,1,0
2022-01-19,2,0,37647,61.34222044,1.5,100.0,100.0,4,125.294,64.62558521,4251,74.87699261,90,0,0
2022-01-19,2,3,24022,52.09641291,1.163764829,86.29090495,100.0,3,98.044,20.61165524,7843,76.95472764,93,0,0
2022-01-19,6,6,21972,45.34152417,1.389231265,67.76250662,100.0,0,93.944,26.12916635,17,86.4672397,129,3,0
2022-01-19,4,9,32388,25.18834469,1.5,100.0,100.0,5,114.776,51.34464838,5914,53.92279082,101,0,0
2022-01-19,5,13,22823,52.92934853,1.285769666,81.25677232,100.0,2,95.646,75.30474038,7368,84.8604691,106,2,0
2022-01-19,5,1,55355,28.82746813,1.5,100.0,100.0,5,160.71,76.2963467,4433,69.02588549,89,1,0
2022-01-19,3,7,35758,39.5479517,1.5,100.0,100.0,3,121.516,45.33569188,6430,93.13202356,89,0,0
2022-01-19,3,12,34084,26.37224236,1.5,100.0,100.0,2,118.168,53.74118697,5106,91.64151884,116,3,1
2022-01-19,1,2,22499,29.84904657,1.133619986,79.65064768,100.0,0,94.998,64.86318897,2586,71.63834398,105,0,0
2022-01-20,0,10,12718,50.67941743,1.005498222,37.36085854,60.73406483,0,75.436,27.32918392,563,72.94702583,210,3,1
2022-01-20,7,15,23607,53.87290837,1.20857961,70.05917439,100.0,3,97.214,35.79142439,8011,83.32315238,109,3,0
2022-01-20,4,9,56542,33.59072086,1.5,100.0,100.0,1,163.084,40.40823233,6486,50.45270808,103,3,0
2022-01-20,6,8,9673,58.40461052,1.259401928,27.59137389,43.51610684,1,69.346,57.32184016,6323,80.50037085,192,0,0
2022-01-20,4,11,29570,37.76793449,1.5,100.0,100.0,2,109.14,50.80482398,2307,72.51271231,125,2,0
2022-01-20,2,3,34071,52.0152107,1.5,100.0,100.0,1,118.142,43.81277883,2449,64.37308324,103,0,0
2022-01-20,2,0,34920,21.73952314,1.5,100.0,100.0,1,119.84,40.24132493,8760,53.37512733,100,4,0
2022-01-21,7,14,17523,42.17153454,1.262691794,62.5853131,82.69863682,0,85.046,56.31790019,4343,50.26567378,110,0,1
2022-01-21,7,15,13448,54.40696144,1.216704386,54.18798291,62.90564728,1,76.896,36.28282499,7161,71.67361164,192,0,0
2022-01-21,1,2,10280,62.58620484,1.334447081,40.69443392,54.83326168,0,70.56,33.35398771,7052,72.56470565,185,2,0
2022-01-21,3,7,18866,36.93932441,1.082500846,60.72385413,98.28674778,0,87.732,45.54635448,3726,50.90620205,109,0,0
2022-01-21,5,1,34242,20.0,1.5,100.0,100.0,1,118.484,45.00789265,3666,93.52634831,104,0,0
2022-01-21,4,11,63687,39.82687887,1.5,100.0,100.0,2,177.374,57.15517922,1645,84.69747953,91,0,1
2022-01-21,6,8,21898,57.44679581,1.14275439,70.06911651,100.0,4,93.796,34.80974642,4513,97.05604063,113,0,0
2022-01-21,2,3,32230,43.13205187,1.5,100.0,100.0,0,114.46,22.99526934,5938,94.08453059,110,0,0
2022-01-21,2,0,37614,36.84247914,1.5,100.0,100.0,1,125.228,11.53393301,2714,75.13156213,79,2,0
2022-01-21,5,13,12718,49.24966116,1.141708531,34.50024302,60.81361305,0,75.436,52.54268782,2230,52.88660796,195,0,0
2022-01-22,5,13,56645,26.88742881,1.5,100.0,100.0,2,163.29,38.78340626,1185,51.12129446,96,0,0
2022-01-22,7,15,16461,61.85014279,1.071742404,58.97278291,81.85671992,1,82.922,21.88099,179,88.95512932,103,2,0
2022-01-22,3,7,35174,40.60481399,1.5,100.0,100.0,6,120.348,41.83350398,6035,83.87658069,96,0,0
2022-01-22,5,1,28669,41.29749878,1.5,86.34209367,100.0,4,107.338,50.66652659,8856,87.83650835,98,0,0
2022-01-22,0,10,18286,42.36551784,1.129210938,68.91171707,95.31118189,0,86.572,73.0672627,8908,91.27078321,112,0,1
2022-01-22,4,11,14092,60.19283924,1.328732379,50.16354871,73.42241451,0,78.184,58.46512457,2400,96.95342397,206,0,0
2022-01-22,2,3,38352,38.10591259,1.5,100.0,100.0,1,126.704,60.14779784,2470,60.11270903,94,0,0
2022-01-22,2,0,38113,42.89056687,1.5,100.0,100.0,1,126.226,53.43316495,6654,58.4940503,90,1,0
2022-01-22,4,9,26948,41.178748,1.5,93.06604556,100.0,2,103.896,16.18694629,6252,68.41736069,98,0,1
2022-01-23,7,15,22204,49.68315585,1.070049256,77.46862562,100.0,2,94.408,28.42731426,8,93.53345171,109,1,0
2022-01-23,2,0,32690,31.87457263,1.5,100.0,100.0,3,115.38,13.63925464,288,71.16675721,83,2,0
2022-01-23,2,3,25259,26.9568424,1.5,79.92705765,100.0,1,100.518,72.81561061,5555,98.66913096,99,0,0
2022-01-23,6,8,33372,38.08450108,1.5,100.0,100.0,1,116.744,24.75551711,2083,73.45536055,93,0,0
2022-01-23,0,10,14390,34.57955588,1.093002397,40.56024623,69.51463061,0,78.78,57.17959457,564,60.52534698,214,0,0
2022-01-23,5,13,11081,43.49895778,1.225363346,43.01276448,51.77648488,0,72.162,45.38561323,1313,81.19992428,190,0,0
2022-01-23,5,1,51532,28.64442159,1.5,100.0,100.0,4,153.064,47.66158938,7489,99.47255655,114,0,0
2022-01-23,3,12,25726,45.35825238,1.5,92.94922683,100.0,2,101.452,18.82014195,1802,97.57224128,89,0,0
2022-01-23,1,2,34430,23.32220449,1.5,100.0,100.0,1,118.86,25.30968602,1685,91.28554758,88,1,0
2022-01-24,3,12,19822,46.05753791,1.137583075,70.73333548,100.0,5,89.644,32.87562941,99,91.32755371,110,0,0
2022-01-24,3,7,24526,38.91410277,1.073852983,78.59548575,100.0,1,99.052,61.44480932,4750,64.39726713,100,0,0
2022-01-24,1,4,46065,41.0211832,1.5,100.0,100.0,1,142.13,22.07667139,5071,64.81788068,120,4,0
2022-01-24,7,14,7129,41.98366116,1.183171598,18.29376585,36.78470306,0,64.258,50.4342228,3252,91.17761133,215,0,0
2022-01-24,5,13,30151,31.27727516,1.5,100.0,100.0,4,110.302,10.48145736,1930,83.1761797,97,2,0
2022-01-24,2,3,45895,48.88337778,1.5,100.0,100.0,0,141.79,24.31138607,3085,75.52903787,103,0,0
2022-01-24,4,11,62021,36.95845247,1.5,100.0,100.0,5,174.042,29.42252758,2553,98.16801602,106,4,0
2022-01-24,2,0,12829,44.72668066,1.016023648,38.5925516,61.22040936,0,75.658,73.59041863,4172,73.31497065,211,0,0
2022-01-24,4,9,13360,41.07528894,1.137354681,51.22476914,71.15484514,0,76.72,36.07562521,8307,53.09042303,177,0,0
2022-01-24,6,6,37716,28.85049562,1.5,100.0,100.0,2,125.432,75.0401302,3486,53.30825944,101,0,0
2022-01-24,6,8,5915,62.2469665,1.335672158,12.93025836,24.82471662,0,61.83,26.62349897,445,86.22991434,180,0,0
2022-01-25,2,0,20961,20.0,1.336363484,64.29477393,100.0,2,91.922,42.13868163,2737,96.62774392,105,0,0
2022-01-25,2,3,24321,45.53307421,1.224875524,85.36506553,100.0,1,98.642,52.89570849,8398,83.08888662,82,0,0
2022-01-25,4,11,29069,32.11204697,1.5,93.99462034,100.0,2,108.138,37.66815208,1672,57.84063527,111,0,0
2022-01-25,0,10,19060,42.44069438,1.373721646,71.86174422,96.65414357,3,88.12,57.42066499,3809,86.5748232,111,2,0
2022-01-25,5,1,25628,38.09998983,1.5,92.31091317,100.0,2,101.256,32.76478374,364,63.59993027,128,1,0
2022-01-25,1,2,30220,31.63621337,1.5,100.0,100.0,0,110.44,75.69708484,1669,81.13767016,91,0,0
